Starting Coordinate; End Coordinate; True Distance(m) 
[20.945574397, 32.708870451];[20.945574031, 32.708870246];0.041310681937037394
[20.945574031, 32.708870246];[20.945573666, 32.708870042];0.04117079093444987
[20.945574031, 32.708870246];[20.945574293, 32.708869906];0.045162779082468345
[20.945573666, 32.708870042];[20.945157881, 32.708637401];46.91501008121704
[20.945157881, 32.708637401];[20.945157516, 32.708637197];0.04117088888150442
[20.958131421, 32.713930516];[20.957664894, 32.713668035];52.72669516064826
[20.957664894, 32.713668035];[20.957664529, 32.71366783];0.04123007975782187
[20.957664529, 32.71366783];[20.957664164, 32.713667625];0.041230080260260836
[20.957664529, 32.71366783];[20.957664795, 32.713667494];0.044997233581880514
[20.957664164, 32.713667625];[20.957212612, 32.713413568];51.03444319641923
[20.957212612, 32.713413568];[20.957212247, 32.713413363];0.041230185893120615
[20.957212247, 32.713413363];[20.957211882, 32.713413157];0.041291876789357494
[20.957212247, 32.713413363];[20.957211977, 32.713413695];0.04484016254343358
[20.957211882, 32.713413157];[20.956752361, 32.713154616];51.93525932075481
[20.956752361, 32.713154616];[20.956751996, 32.713154411];0.04123029329798785
[20.956751996, 32.713154411];[20.956751631, 32.713154206];0.041230294539867436
[20.956751996, 32.713154411];[20.956752263, 32.713154076];0.044957426504060115
[20.956751631, 32.713154206];[20.956319056, 32.712910825];48.889976304076434
[20.956319056, 32.712910825];[20.956318691, 32.71291062];0.04123039582739399
[20.956318691, 32.71291062];[20.956318326, 32.712910414];0.04129208573149421
[20.956318691, 32.71291062];[20.956318423, 32.712910954];0.04491798562098147
[20.956318326, 32.712910414];[20.95584073, 32.712641703];53.97840725639657
[20.95584073, 32.712641703];[20.955840365, 32.712641498];0.04123050677640032
[20.955840365, 32.712641498];[20.95584, 32.712641293];0.04123050915964026
[20.955840365, 32.712641498];[20.955840096, 32.712641832];0.04497094337517732
[20.95584, 32.712641293];[20.955415211, 32.712402292];48.01028473699521
[20.955415211, 32.712402292];[20.955414846, 32.712402086];0.0412922967690518
[20.955414846, 32.712402086];[20.955414481, 32.712401881];0.041230608206329795
[20.955414846, 32.712402086];[20.955415113, 32.712401751];0.044957621515162534
[20.955414481, 32.712401881];[20.954987666, 32.71216174];48.23938951764193
[20.954987666, 32.71216174];[20.954987301, 32.712161535];0.041230707320408747
[20.954987301, 32.712161535];[20.954986936, 32.712161329];0.04129239807766579
[20.954987301, 32.712161535];[20.954987566, 32.712161197];0.045130724238961716
[20.954986936, 32.712161329];[20.954584212, 32.711934742];45.51671630811047
[20.954584212, 32.711934742];[20.954583847, 32.711934537];0.041230802127400844
[20.954583847, 32.711934537];[20.954583482, 32.711934331];0.04129249207761418
[20.954583847, 32.711934537];[20.954584113, 32.7119342];0.04509021579126139
[20.954583482, 32.711934331];[20.954255232, 32.711749646];37.09956945913752
[20.954255232, 32.711749646];[20.954254867, 32.71174944];0.04129256927614196
[20.954254867, 32.71174944];[20.954254502, 32.711749235];0.0412308797791348
[20.954254867, 32.71174944];[20.954254603, 32.711749779];0.045171832667393365
[20.954254502, 32.711749235];[20.953808164, 32.711498108];50.44635260806883
[20.953808164, 32.711498108];[20.953807799, 32.711497903];0.041230984182342036
[20.953807799, 32.711497903];[20.953807434, 32.711497698];0.041230984015470255
[20.953807799, 32.711497903];[20.953808065, 32.711497567];0.04499779694829464
[20.953807434, 32.711497698];[20.953422488, 32.711281112];43.507793784633236
[20.953422488, 32.711281112];[20.953422123, 32.711280906];0.04129276522746398
[20.953422123, 32.711280906];[20.953421758, 32.711280701];0.04123107450945796
[20.953422123, 32.711280906];[20.953421858, 32.711281244];0.04513095147097263
[20.953421758, 32.711280701];[20.952910196, 32.710992876];57.818461731023675
[20.952910196, 32.710992876];[20.952909831, 32.710992671];0.04123119480091862
[20.952909831, 32.710992671];[20.952909466, 32.710992465];0.04129288446649575
[20.952909831, 32.710992671];[20.952910095, 32.710992332];0.04517202596026704
[20.952909466, 32.710992465];[20.952427311, 32.710721184];54.49503257318984
[20.952427311, 32.710721184];[20.952426946, 32.710720979];0.041231308038014655
[20.952426946, 32.710720979];[20.952426581, 32.710720774];0.04123130820670753
[20.952426946, 32.710720979];[20.95242721, 32.710720641];0.04507918120902929
[20.952426581, 32.710720774];[20.952043538, 32.710505258];43.293093767495506
[20.952043538, 32.710505258];[20.952043173, 32.710505052];0.04129308787764179
[20.952043173, 32.710505052];[20.952042809, 32.710504847];0.04115305790632666
[20.952043173, 32.710505052];[20.952043437, 32.710504714];0.04507923461722896
[20.952042809, 32.710504847];[20.951620863, 32.710267442];47.69021367150368
[20.951620863, 32.710267442];[20.951620498, 32.710267236];0.04129318667976184
[20.951620498, 32.710267236];[20.951620133, 32.710267031];0.04123149759603042
[20.951620498, 32.710267236];[20.951620762, 32.710266899];0.04498646591590445
[20.951620133, 32.710267031];[20.9512171, 32.710040267];45.55270585373818
[20.9512171, 32.710040267];[20.951216735, 32.710040062];0.041231592543269004
[20.951216735, 32.710040062];[20.95121637, 32.710039856];0.04129328038619921
[20.951216735, 32.710040062];[20.951217, 32.710039724];0.04513127218764111
[20.95121637, 32.710039856];[20.95083823, 32.709827097];42.739330647468506
[20.95083823, 32.709827097];[20.950837865, 32.709826892];0.04123168039765824
[20.950837865, 32.709826892];[20.9508375, 32.709826687];0.04123168069913555
[20.950837865, 32.709826892];[20.95083813, 32.709826555];0.04503860280843539
[20.9508375, 32.709826687];[20.950380188, 32.709569382];51.687892092883395
[20.950380188, 32.709569382];[20.950379823, 32.709569176];0.04129347714897707
[20.950379823, 32.709569176];[20.950379458, 32.709568971];0.04123178872676001
[20.950379823, 32.709569176];[20.950380085, 32.709568836];0.04516239235291356
[20.950379458, 32.709568971];[20.949844618, 32.709268044];60.450769860046
[20.949844618, 32.709268044];[20.949844253, 32.709267839];0.04123191380761535
[20.949844253, 32.709267839];[20.949843888, 32.709267633];0.0412936032348652
[20.949844253, 32.709267839];[20.949843991, 32.709268179];0.04516246740799692
[20.949843888, 32.709267633];[20.949423922, 32.70903134];47.467143684334566
[20.949423922, 32.70903134];[20.949423557, 32.709031135];0.04123201277328551
[20.949423557, 32.709031135];[20.949423192, 32.709030929];0.04129370164610528
[20.949423557, 32.709031135];[20.949423818, 32.709030794];0.04520463283524368
[20.949423192, 32.709030929];[20.949083504, 32.708839804];38.39372823083853
[20.949083504, 32.708839804];[20.949083139, 32.708839599];0.04123209227036829
[20.949083139, 32.708839599];[20.949082774, 32.708839393];0.041293781924599204
[20.949083139, 32.708839599];[20.9490834, 32.708839258];0.04520468297694013
[20.949082774, 32.708839393];[20.948628648, 32.708583879];51.32840270036264
[20.948628648, 32.708583879];[20.948628283, 32.708583674];0.041232199299211944
[20.948628283, 32.708583674];[20.948627918, 32.708583468];0.04129388903148393
[20.948628283, 32.708583674];[20.948628544, 32.708583333];0.04520474692327002
[20.948627918, 32.708583468];[20.948276987, 32.708386016];39.66473553626645
[20.948276987, 32.708386016];[20.948276622, 32.708385811];0.04123228137484362
[20.948276622, 32.708385811];[20.948276257, 32.708385605];0.041293971332482526
[20.948276622, 32.708385811];[20.948276883, 32.70838547];0.045204795624658914
[20.948276257, 32.708385605];[20.947812319, 32.708124569];52.437742224218134
[20.947812319, 32.708124569];[20.947811954, 32.708124364];0.04123239097929618
[20.947811954, 32.708124364];[20.947811589, 32.708124158];0.04129408020733305
[20.947811954, 32.708124364];[20.947811691, 32.708124703];0.04512108635174052
[20.947811589, 32.708124158];[20.947428937, 32.707908857];43.25034377352313
[20.947428937, 32.707908857];[20.947428572, 32.707908652];0.041232480716161514
[20.947428572, 32.707908652];[20.947428207, 32.707908447];0.04123248017961704
[20.947428572, 32.707908652];[20.947428832, 32.707908311];0.04515386679335988
[20.947428207, 32.707908447];[20.94706856, 32.70770609];40.65021563432977
[20.94706856, 32.70770609];[20.947068195, 32.707705884];0.041294255208187275
[20.947068195, 32.707705884];[20.94706783, 32.707705679];0.0412325647001075
[20.947068195, 32.707705884];[20.947067937, 32.707706227];0.04523990248601625
[20.94706783, 32.707705679];[20.946649497, 32.707470301];47.283552504147934
[20.946649497, 32.707470301];[20.946649132, 32.707470096];0.04123266330427701
[20.946649132, 32.707470096];[20.946648767, 32.707469891];0.04123266330257421
[20.946649132, 32.707470096];[20.946649393, 32.707469756];0.045111629564486846
[20.946648767, 32.707469891];[20.946226708, 32.707232417];47.70478249364458
[20.946226708, 32.707232417];[20.946226344, 32.707232211];0.04121622366725171
[20.946226344, 32.707232211];[20.946225979, 32.707232006];0.04123276250899034
[20.946226344, 32.707232211];[20.946226603, 32.70723187];0.04510312327790103
[20.946225979, 32.707232006];[20.945847122, 32.707018839];42.82186714567765
[20.945847122, 32.707018839];[20.945846757, 32.707018634];0.041232851245943766
[20.945846757, 32.707018634];[20.945846392, 32.707018428];0.04129454074162905
[20.945846757, 32.707018634];[20.9458465, 32.707018978];0.04528370723464148
[20.945846392, 32.707018428];[20.945514492, 32.706831682];37.51441952538421
[20.945514492, 32.706831682];[20.945514127, 32.706831477];0.04123293042099704
[20.959240807, 32.712589889];[20.958739234, 32.712308837];56.617477942580415
[20.958739234, 32.712308837];[20.958738869, 32.712308632];0.041230457705951025
[20.958738869, 32.712308632];[20.958738503, 32.712308427];0.04130886187382817
[20.958738869, 32.712308632];[20.958739135, 32.712308296];0.04499737936036625
[20.958738503, 32.712308427];[20.958305924, 32.712066035];48.82958716936579
[20.958305924, 32.712066035];[20.958305559, 32.71206583];0.04123055956091368
[20.958305559, 32.71206583];[20.958305193, 32.712065625];0.041308962514054436
[20.958305559, 32.71206583];[20.958305289, 32.712066163];0.04493206880181282
[20.958305193, 32.712065625];[20.957831879, 32.711800407];53.427927977750954
[20.957831879, 32.711800407];[20.957831514, 32.711800202];0.04123067007400557
[20.957831514, 32.711800202];[20.957831149, 32.711799997];0.04123066987302936
[20.957831514, 32.711800202];[20.957831781, 32.711799867];0.04495757267493636
[20.957831149, 32.711799997];[20.957401145, 32.711559047];48.53922446652374
[20.957401145, 32.711559047];[20.95740078, 32.711558843];0.04116928939231201
[20.95740078, 32.711558843];[20.957400415, 32.711558638];0.04123077072527581
[20.95740078, 32.711558843];[20.957400512, 32.711559177];0.044918134286158116
[20.957400415, 32.711558638];[20.956927312, 32.711293537];53.40446018968039
[20.956927312, 32.711293537];[20.956926947, 32.711293332];0.041230881879689645
[20.956926947, 32.711293332];[20.956926581, 32.711293127];0.04130928639915999
[20.956926947, 32.711293332];[20.956926678, 32.711293666];0.04497109307510272
[20.956926581, 32.711293127];[20.956494899, 32.711051235];48.728996188092985
[20.956494899, 32.711051235];[20.956494533, 32.711051031];0.04124802361413583
[20.956494533, 32.711051031];[20.956494168, 32.711050826];0.041230982935064414
[20.956494533, 32.711051031];[20.956494801, 32.711050696];0.04501041380103874
[20.956494168, 32.711050826];[20.956053699, 32.71080401];49.72102476852452
[20.956053699, 32.71080401];[20.956053334, 32.710803805];0.04123108572830208
[20.956053334, 32.710803805];[20.956052969, 32.710803601];0.04116960413190267
[20.956053334, 32.710803805];[20.956053599, 32.710803468];0.04503814361707068
[20.956052969, 32.710803601];[20.955654849, 32.710580514];44.94076465232901
[20.955654849, 32.710580514];[20.955654483, 32.71058031];0.041248220776415156
[20.955654483, 32.71058031];[20.955654118, 32.710580105];0.0412311783557891
[20.955654483, 32.71058031];[20.955654749, 32.710579973];0.045090360968308145
[20.955654118, 32.710580105];[20.955314629, 32.710389872];38.32243039600631
[20.955314629, 32.710389872];[20.955314264, 32.710389668];0.04116977737664049
[20.955314264, 32.710389668];[20.955313898, 32.710389463];0.04130966494343234
[20.955314264, 32.710389668];[20.955314, 32.710390006];0.04507905955071907
[20.955313898, 32.710389463];[20.954878571, 32.710145526];49.14105605536395
[20.954878571, 32.710145526];[20.954878205, 32.710145322];0.04124840412589264
[20.954878205, 32.710145322];[20.95487784, 32.710145117];0.04123135963899941
[20.954878205, 32.710145322];[20.954878471, 32.710144985];0.045090474124299625
[20.95487784, 32.710145117];[20.954486914, 32.70992606];44.12905341242034
[20.954486914, 32.70992606];[20.954486548, 32.709925856];0.04124849561006971
[20.954486548, 32.709925856];[20.954486183, 32.709925651];0.041231450900007564
[20.954486548, 32.709925856];[20.954486283, 32.709926193];0.045038371946973264
[20.954486183, 32.709925651];[20.95396867, 32.709635661];58.418740656787314
[20.95396867, 32.709635661];[20.953968304, 32.709635456];0.04130997949767059
[20.953968304, 32.709635456];[20.953967939, 32.709635251];0.041231573268238335
[20.953968304, 32.709635456];[20.953968568, 32.709635118];0.04507925489919866
[20.953967939, 32.709635251];[20.953488536, 32.709366616];54.1169026869713
[20.953488536, 32.709366616];[20.953488171, 32.709366411];0.04123168509727983
[20.953488171, 32.709366411];[20.953487806, 32.709366206];0.04123168486037513
[20.953488171, 32.709366411];[20.953488435, 32.709366073];0.04507932325432683
[20.953487806, 32.709366206];[20.95309799, 32.709147771];44.004099513059295
[20.95309799, 32.709147771];[20.953097625, 32.709147566];0.0412317766968561
[20.953097625, 32.709147566];[20.953097259, 32.709147361];0.04131018425456
[20.953097625, 32.709147566];[20.953097888, 32.709147227];0.04512061885503452
[20.953097259, 32.709147361];[20.952681548, 32.708914415];46.92738425006297
[20.952681548, 32.708914415];[20.952681183, 32.70891421];0.04123187438414059
[20.952681183, 32.70891421];[20.952680817, 32.708914005];0.041310282694505075
[20.952681183, 32.70891421];[20.952681447, 32.708913872];0.045079439799060254
[20.952680817, 32.708914005];[20.952276344, 32.708687355];45.658971709330515
[20.952276344, 32.708687355];[20.952275979, 32.708687151];0.04117048916774593
[20.952275979, 32.708687151];[20.952275614, 32.708686946];0.04123196842416944
[20.952275979, 32.708687151];[20.952276243, 32.708686813];0.04507949772424914
[20.952275614, 32.708686946];[20.951899282, 32.708476065];42.482370158526386
[20.951899282, 32.708476065];[20.951898917, 32.708475861];0.04117057699213602
[20.951898917, 32.708475861];[20.951898552, 32.708475656];0.041232056715486194
[20.951898917, 32.708475861];[20.951899182, 32.708475524];0.04503874557762393
[20.951898552, 32.708475656];[20.95142567, 32.708210672];53.38160094280231
[20.95142567, 32.708210672];[20.951425305, 32.708210467];0.0412321680852102
[20.951425305, 32.708210467];[20.951424939, 32.708210263];0.04124921332704345
[20.951425305, 32.708210467];[20.951425566, 32.708210127];0.04511123763439696
[20.951424939, 32.708210263];[20.950889882, 32.707910437];60.40054117778562
[20.950889882, 32.707910437];[20.950889517, 32.707910233];0.041170813082407394
[20.950889517, 32.707910233];[20.950889152, 32.707910028];0.04123229319888207
[20.950889517, 32.707910233];[20.950889256, 32.707910573];0.045111313794889536
[20.950889152, 32.707910028];[20.950466886, 32.707673406];47.668117864136875
[20.950466886, 32.707673406];[20.950466521, 32.707673201];0.04123239199489625
[20.950466521, 32.707673201];[20.950466155, 32.707672997];0.04124943806903296
[20.950466521, 32.707673201];[20.950466782, 32.707672861];0.04511137445695455
[20.950466155, 32.707672997];[20.950124379, 32.707481478];38.582004934926566
[20.950124379, 32.707481478];[20.950124014, 32.707481273];0.04123247182673101
[20.950124014, 32.707481273];[20.950123649, 32.707481068];0.04123247222870437
[20.950124014, 32.707481273];[20.950124275, 32.707480932];0.04520482002754758
[20.950123649, 32.707481068];[20.949667095, 32.707225232];51.53901615944526
[20.949667095, 32.707225232];[20.94966673, 32.707225027];0.04123257891917399
[20.94966673, 32.707225027];[20.949666365, 32.707224822];0.04123257888509352
[20.94966673, 32.707225027];[20.94966699, 32.707224686];0.04515383407771776
[20.949666365, 32.707224822];[20.949317628, 32.707029402];39.36800839656039
[20.949317628, 32.707029402];[20.949317263, 32.707029198];0.0411711811229056
[20.949317263, 32.707029198];[20.949316898, 32.707028993];0.04123266049151439
[20.949317263, 32.707029198];[20.949317524, 32.707028857];0.04520493602649493
[20.949316898, 32.707028993];[20.94885869, 32.706772229];51.72603973598497
[20.94885869, 32.706772229];[20.948858324, 32.706772024];0.041311179499341905
[20.948858324, 32.706772024];[20.948857959, 32.706771819];0.041232767282771934
[20.948858324, 32.706772024];[20.948858062, 32.706772363];0.04506968838733693
[20.948857959, 32.706771819];[20.948466404, 32.706552405];44.201846738985125
[20.948466404, 32.706552405];[20.948466039, 32.7065522];0.04123285993133887
[20.948466039, 32.7065522];[20.948465674, 32.706551995];0.041232858924668915
[20.948466039, 32.7065522];[20.9484663, 32.706551859];0.04520505522226177
[20.948465674, 32.706551995];[20.948095004, 32.706344284];41.844286968934824
[20.948095004, 32.706344284];[20.948094639, 32.706344079];0.04123294628880584
[20.948094639, 32.706344079];[20.948094274, 32.706343874];0.041232946690784714
[20.948094639, 32.706344079];[20.948094381, 32.706344422];0.04524003707056391
[20.948094274, 32.706343874];[20.947688759, 32.706116636];45.77804262166857
[20.947688759, 32.706116636];[20.947688394, 32.706116431];0.04123304191466422
[20.947688394, 32.706116431];[20.947688029, 32.706116227];0.04117156107609811
[20.947688394, 32.706116431];[20.947688655, 32.706116091];0.04511176741250261
[20.947688029, 32.706116227];[20.94725871, 32.705875649];48.46541937040013
[20.94725871, 32.705875649];[20.947258345, 32.705875444];0.041233142692240675
[20.947258345, 32.705875444];[20.94725798, 32.70587524];0.041171662514104375
[20.947258345, 32.705875444];[20.947258605, 32.705875103];0.045154175366686665
[20.94725798, 32.70587524];[20.946862992, 32.705653899];44.5899973499389
[20.946862992, 32.705653899];[20.946862626, 32.705653695];0.04125028432631919
[20.946862626, 32.705653695];[20.946862261, 32.70565349];0.04123323537492002
[20.946862626, 32.705653695];[20.94686237, 32.705654039];0.04523366056763058
[20.946862261, 32.70565349];[20.946504994, 32.705453287];40.33177069863445
[20.946504994, 32.705453287];[20.946504629, 32.705453083];0.04117183855220255
[20.960296568, 32.711314062];[20.959764811, 32.711011157];60.330623567815245
[20.959764811, 32.711011157];[20.959764447, 32.71101095];0.04127630009464033
[20.959764447, 32.71101095];[20.959764083, 32.711010742];0.04133852059334566
[20.959764447, 32.71101095];[20.959764713, 32.711010613];0.04509005263543876
[20.959764083, 32.711010742];[20.959352301, 32.710776178];46.71898177934569
[20.959352301, 32.710776178];[20.959351936, 32.710775971];0.04135450301061775
[20.959351936, 32.710775971];[20.959351572, 32.710775763];0.04133861735503085
[20.959351936, 32.710775971];[20.959351666, 32.710776304];0.04493221268676716
[20.959351572, 32.710775763];[20.958868087, 32.710500354];54.85427459511843
[20.958868087, 32.710500354];[20.958867723, 32.710500147];0.04127651052426626
[20.958867723, 32.710500147];[20.958867359, 32.710499939];0.04133873175107111
[20.958867723, 32.710500147];[20.95886799, 32.710499811];0.04505005486458996
[20.958867359, 32.710499939];[20.958442531, 32.710257943];48.199408593724705
[20.958442531, 32.710257943];[20.958442167, 32.710257736];0.0412766112883676
[20.958442167, 32.710257736];[20.958441803, 32.710257529];0.041276611314280266
[20.958442167, 32.710257736];[20.958441899, 32.710258071];0.045010422325856767
[20.958441803, 32.710257529];[20.957976011, 32.709992198];52.84720119722426
[20.957976011, 32.709992198];[20.957975647, 32.70999199];0.04133894081293533
[20.957975647, 32.70999199];[20.957975283, 32.709991783];0.041276721693023634
[20.957975647, 32.70999199];[20.957975378, 32.709992324];0.04497123545802701
[20.957975283, 32.709991783];[20.957539699, 32.709743659];49.42006135383815
[20.957539699, 32.709743659];[20.957539335, 32.709743451];0.04133904428235914
[20.957539335, 32.709743451];[20.957538971, 32.709743244];0.041276824091073264
[20.957539335, 32.709743451];[20.957539603, 32.709743116];0.04501055749373822
[20.957538971, 32.709743244];[20.957088089, 32.709486405];51.155901100528645
[20.957088089, 32.709486405];[20.957087725, 32.709486198];0.0412769293126792
[20.957087725, 32.709486198];[20.95708736, 32.70948599];0.04141714158309004
[20.957087725, 32.709486198];[20.957087989, 32.70948586];0.045079093504956994
[20.95708736, 32.70948599];[20.956696189, 32.709263165];44.38132705065516
[20.956696189, 32.709263165];[20.956695825, 32.709262957];0.04133924298823887
[20.956695825, 32.709262957];[20.956695461, 32.70926275];0.04127702314870902
[20.956695825, 32.709262957];[20.956696091, 32.709262621];0.044997970618247805
[20.956695461, 32.70926275];[20.956347192, 32.709064362];39.51394630185331
[20.956347192, 32.709064362];[20.956346828, 32.709064155];0.04127710499389714
[20.956346828, 32.709064155];[20.956346464, 32.709063947];0.0413393254466531
[20.956346828, 32.709064155];[20.956346564, 32.709064493];0.04507919893122755
[20.956346464, 32.709063947];[20.955924562, 32.708823616];47.868231853589265
[20.955924562, 32.708823616];[20.955924198, 32.708823409];0.041277204424870644
[20.955924198, 32.708823409];[20.955923834, 32.708823201];0.041339424687106
[20.955924198, 32.708823409];[20.955924464, 32.708823072];0.045090616395831964
[20.955923834, 32.708823201];[20.955529532, 32.708598591];44.73695153915561
[20.955529532, 32.708598591];[20.955529168, 32.708598384];0.041277298389521384
[20.955529168, 32.708598384];[20.955528804, 32.708598176];0.04133951795433046
[20.955529168, 32.708598384];[20.955528903, 32.708598721];0.04503851325621259
[20.955528804, 32.708598176];[20.955008705, 32.708301907];59.00986033326317
[20.955008705, 32.708301907];[20.955008341, 32.708301699];0.04133964026753294
[20.955008341, 32.708301699];[20.955007977, 32.708301492];0.04127742136122801
[20.955008341, 32.708301699];[20.955008605, 32.708301361];0.04507939483392048
[20.955007977, 32.708301492];[20.954534265, 32.708031646];53.74704920822516
[20.954534265, 32.708031646];[20.954533901, 32.708031439];0.0412775316783596
[20.954533901, 32.708031439];[20.954533537, 32.708031231];0.041339752266035805
[20.954533901, 32.708031439];[20.954534166, 32.708031101];0.045131381875925324
[20.954533537, 32.708031231];[20.954139495, 32.707806768];44.707875582353914
[20.954139495, 32.707806768];[20.954139131, 32.707806561];0.041277626120839406
[20.954139131, 32.707806561];[20.954138767, 32.707806353];0.04133984424485334
[20.954139131, 32.707806561];[20.954139394, 32.707806222];0.04512075817127061
[20.954138767, 32.707806353];[20.953731793, 32.707574523];46.17526569102276
[20.953731793, 32.707574523];[20.953731429, 32.707574316];0.041277720560531715
[20.953731429, 32.707574316];[20.953731065, 32.707574108];0.04133994112547301
[20.953731429, 32.707574316];[20.953731694, 32.707573978];0.04513149952959317
[20.953731065, 32.707574108];[20.953327701, 32.707344334];45.765806717245574
[20.953327701, 32.707344334];[20.953327337, 32.707344127];0.04127781637355916
[20.953327337, 32.707344127];[20.953326973, 32.70734392];0.04127781681125335
[20.953327337, 32.707344127];[20.953327602, 32.707343789];0.045131559073177695
[20.953326973, 32.70734392];[20.952954792, 32.707131908];42.227943014704906
[20.952954792, 32.707131908];[20.952954428, 32.707131701];0.0412779039785643
[20.952954428, 32.707131701];[20.952954064, 32.707131494];0.041277904579476665
[20.952954428, 32.707131701];[20.952954693, 32.707131364];0.04503888985366196
[20.952954064, 32.707131494];[20.952468676, 32.706854994];55.07262567173025
[20.952468676, 32.706854994];[20.952468312, 32.706854787];0.041278018659672934
[20.952468312, 32.706854787];[20.952467948, 32.70685458];0.04127801892304833
[20.952468312, 32.706854787];[20.952468574, 32.706854447];0.04516267324259647
[20.952467948, 32.70685458];[20.95193599, 32.706551551];60.35671397019263
[20.95193599, 32.706551551];[20.951935626, 32.706551343];0.04134036307614851
[20.951935626, 32.706551343];[20.951935262, 32.706551136];0.04127814391052847
[20.951935626, 32.706551343];[20.951935364, 32.706551683];0.045162748352353226
[20.951935262, 32.706551136];[20.951513315, 32.706310775];47.87481353975447
[20.951513315, 32.706310775];[20.951512951, 32.706310567];0.041340462165213296
[20.951512951, 32.706310567];[20.951512587, 32.70631036];0.04127824456477984
[20.951512951, 32.706310567];[20.951513212, 32.706310227];0.04511151423812344
[20.951512587, 32.70631036];[20.951170835, 32.706115681];38.775893272062916
[20.951170835, 32.706115681];[20.951170471, 32.706115474];0.041278324528137414
[20.951170471, 32.706115474];[20.951170107, 32.706115267];0.04127832481752867
[20.951170471, 32.706115474];[20.951170732, 32.706115133];0.045204961422508225
[20.951170107, 32.706115267];[20.950713939, 32.70585541];51.75794691049381
[20.950713939, 32.70585541];[20.950713575, 32.705855203];0.04127843165769349
[20.950713575, 32.705855203];[20.950713211, 32.705854996];0.04127843330828244
[20.950713575, 32.705855203];[20.950713836, 32.705854862];0.04520502530493065
[20.950713211, 32.705854996];[20.950368838, 32.705658823];39.07351477456699
[20.950368838, 32.705658823];[20.950368474, 32.705658615];0.04134073330517917
[20.950368474, 32.705658615];[20.95036811, 32.705658408];0.04127851338827527
[20.950368474, 32.705658615];[20.950368735, 32.705658275];0.04511167771251048
[20.95036811, 32.705658408];[20.949918523, 32.7054023];51.01147533565259
[20.949918523, 32.7054023];[20.949918159, 32.705402093];0.041278619989168125
[20.949918159, 32.705402093];[20.949917795, 32.705401886];0.0412786199521017
[20.949918159, 32.705402093];[20.949917897, 32.705402432];0.045069830443339884
[20.949917795, 32.705401886];[20.949519678, 32.705175097];45.17170630200642
[20.949519678, 32.705175097];[20.949519314, 32.70517489];0.04127871384471674
[20.949519314, 32.70517489];[20.94951895, 32.705174682];0.041340932524367865
[20.949519314, 32.70517489];[20.949519575, 32.705174549];0.045205197403490535
[20.94951895, 32.705174682];[20.9491394, 32.70495847];43.065112761348516
[20.9491394, 32.70495847];[20.949139036, 32.704958263];0.04127880357583912
[20.949139036, 32.704958263];[20.949138672, 32.704958056];0.04127880425089072
[20.949139036, 32.704958263];[20.949138778, 32.704958606];0.04524017487907743
[20.949138672, 32.704958056];[20.948748668, 32.704735888];44.25141100001503
[20.948748668, 32.704735888];[20.948748304, 32.704735681];0.041278896190210995
[20.948748304, 32.704735681];[20.948747941, 32.704735474];0.04120084917678367
[20.948748304, 32.704735681];[20.948748566, 32.704735341];0.04516320802853317
[20.948747941, 32.704735474];[20.948313892, 32.704488216];49.24901835168426
[20.948313892, 32.704488216];[20.948313529, 32.704488008];0.04126328843095392
[20.948313529, 32.704488008];[20.948313165, 32.704487801];0.04127899841033391
[20.948313529, 32.704488008];[20.948313788, 32.704487667];0.045103399701802695
[20.948313165, 32.704487801];[20.947904142, 32.704254799];46.409586232557636
[20.947904142, 32.704254799];[20.947903778, 32.704254592];0.04127909431364793
[20.961438128, 32.709934553];[20.960871093, 32.709611165];64.35780530420806
[20.960871093, 32.709611165];[20.960870729, 32.709610958];0.0412766865700674
[20.960870729, 32.709610958];[20.960870365, 32.70961075];0.041338906060756485
[20.960870729, 32.709610958];[20.960870995, 32.709610621];0.04509020106035148
[20.960870365, 32.70961075];[20.96047876, 32.709387412];44.4468399657224
[20.96047876, 32.709387412];[20.960478396, 32.709387204];0.04133899845667636
[20.960478396, 32.709387204];[20.960478032, 32.709386997];0.041276779323547
[20.960478396, 32.709387204];[20.960478126, 32.709387537];0.04493236768317401
[20.960478032, 32.709386997];[20.959981186, 32.709103637];56.39184406868471
[20.959981186, 32.709103637];[20.959980822, 32.70910343];0.0412768965933393
[20.959980822, 32.70910343];[20.959980458, 32.709103222];0.041339115330738835
[20.959980822, 32.70910343];[20.95998109, 32.709103094];0.04510274366202931
[20.959980458, 32.709103222];[20.959558989, 32.708862851];47.83669613383343
[20.959558989, 32.708862851];[20.959558625, 32.708862643];0.04133921551738271
[20.959558625, 32.708862643];[20.959558261, 32.708862436];0.04127699591714243
[20.959558625, 32.708862643];[20.959558357, 32.708862978];0.04501057565583549
[20.959558261, 32.708862436];[20.959097878, 32.708599871];52.25360573435515
[20.959097878, 32.708599871];[20.959097514, 32.708599664];0.04127710425457774
[20.959097514, 32.708599664];[20.95909715, 32.708599456];0.04133932345804453
[20.959097514, 32.708599664];[20.959097245, 32.708599998];0.04497139003052515
[20.95909715, 32.708599456];[20.958655201, 32.708347404];50.1614864081667
[20.958655201, 32.708347404];[20.958654837, 32.708347197];0.04127720834280461
[20.958654837, 32.708347197];[20.958654473, 32.708346989];0.041339429526722024
[20.958654837, 32.708347197];[20.958655105, 32.708346862];0.0450107105806628
[20.958654473, 32.708346989];[20.958190273, 32.708082247];52.687114406507774
